drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,market_size_million,competition_level
D06443,colon_cancer,mTOR,0,1,0.636,490.8,2.82,15.123,9
D06444,breast_cancer,VEGF,1,1,0.832,509.5,3.01,35.142,13
D06445,ovarian_cancer,PD1,1,0,0.79,489.7,2.49,7.56,11
D06446,colon_cancer,EGFR,0,1,0.789,558.6,2.66,16.641,4
D06447,colon_cancer,ALK,0,1,0.428,373.5,2.38,29.468,1
D06448,lung_cancer,ALK,1,1,0.577,452.1,3.8,37.253,18
D06449,breast_cancer,mTOR,1,1,0.825,476.6,2.85,26.522,2
D06450,colon_cancer,PD1,1,0,0.851,380.1,3.63,28.592,9
D06451,prostate_cancer,VEGF,1,0,0.774,427.8,2.92,10.443,1
D06452,ovarian_cancer,ALK,0,1,0.824,598.4,3.41,3.389,4
D06453,breast_cancer,mTOR,1,0,0.605,349.7,1.58,25.041,20
D06454,melanoma,EGFR,1,0,0.527,474.9,2.03,7.055,19
D06455,prostate_cancer,ALK,0,1,0.475,531.9,3.03,14.159,1
D06456,melanoma,mTOR,0,1,0.727,493.2,2.43,5.22,18
D06457,lung_cancer,PD1,0,1,0.58,619.3,5.27,36.81,8
D06458,ovarian_cancer,HER2,1,1,0.606,457.7,3.28,3.629,2
D06459,colon_cancer,PD1,0,1,0.792,487.8,2.79,19.837,1
D06460,melanoma,mTOR,0,0,0.744,413.4,2.13,9.354,12
D06461,lung_cancer,HER2,0,0,0.85,389.2,3.32,47.815,18
D06462,colon_cancer,VEGF,1,1,0.581,438.4,0.94,21.552,17
D06463,prostate_cancer,mTOR,1,1,0.8,515.6,2.97,9.901,16
D06464,breast_cancer,HER2,0,0,0.799,587.7,3.3,23.538,8
D06465,colon_cancer,ALK,0,1,0.503,361.7,1.22,29.26,19
D06466,breast_cancer,EGFR,1,0,0.626,422.4,2.5,23.534,12
D06467,ovarian_cancer,mTOR,0,0,0.611,555.5,2.99,7.973,9
D06468,prostate_cancer,EGFR,0,0,0.743,570.7,1.94,6.404,19
D06469,ovarian_cancer,BRAF,1,1,0.744,557.2,3.58,6.768,13
D06470,ovarian_cancer,HER2,0,0,0.488,318.5,4.06,7.645,11
D06471,melanoma,BRAF,0,0,0.666,487.5,3.31,7.075,1
D06472,ovarian_cancer,ALK,0,0,0.579,410.8,4.02,7.943,2
D06473,lung_cancer,BRAF,1,0,0.759,385.1,3.67,43.381,13
D06474,prostate_cancer,VEGF,1,0,0.513,545.6,2.22,9.345,11
D06475,ovarian_cancer,PD1,0,1,0.462,638.7,3.19,5.629,13
D06476,lung_cancer,mTOR,1,0,0.891,532.3,1.78,35.147,12
D06477,ovarian_cancer,BRAF,1,0,0.593,649.4,2.02,8.921,5
D06478,colon_cancer,VEGF,1,1,0.494,562.0,2.2,17.164,2
D06479,ovarian_cancer,VEGF,0,1,0.837,430.5,3.63,5.158,18
D06480,lung_cancer,mTOR,1,0,0.706,562.2,1.98,38.979,15
D06481,breast_cancer,BRAF,1,0,0.809,567.2,3.84,30.716,7
D06482,prostate_cancer,PD1,0,0,0.891,405.0,4.28,11.757,14
D06483,melanoma,PD1,1,1,0.896,363.5,2.5,9.838,8
D06484,prostate_cancer,BRAF,0,0,0.778,518.3,2.32,8.49,2
D06485,breast_cancer,HER2,1,1,0.401,501.1,3.19,30.674,16
D06486,lung_cancer,mTOR,1,0,0.635,465.0,3.67,40.595,1
D06487,colon_cancer,PD1,1,0,0.718,461.7,3.19,29.208,18
D06488,breast_cancer,EGFR,1,1,0.407,571.7,3.63,29.771,17
D06489,ovarian_cancer,EGFR,0,1,0.613,542.9,2.08,5.21,7
D06490,lung_cancer,HER2,0,1,0.861,522.0,2.3,44.877,4
D06491,ovarian_cancer,ALK,1,1,0.564,377.5,2.94,5.893,18
D06492,ovarian_cancer,BRAF,0,1,0.49,407.7,3.63,4.845,13
D06493,breast_cancer,ALK,0,1,0.792,545.2,1.48,28.888,12
D06494,colon_cancer,VEGF,0,0,0.585,413.7,1.83,17.101,18
D06495,colon_cancer,EGFR,1,1,0.849,443.0,3.36,16.756,11
D06496,breast_cancer,PD1,1,0,0.446,460.6,2.53,28.754,17
D06497,melanoma,HER2,1,0,0.76,584.0,1.16,5.61,20
D06498,prostate_cancer,HER2,0,1,0.444,578.9,2.56,6.221,3
D06499,colon_cancer,EGFR,0,0,0.884,473.8,2.58,29.045,1
D06500,melanoma,PD1,0,1,0.767,603.4,2.02,6.868,11
D06501,melanoma,ALK,0,0,0.801,480.9,3.42,5.77,14
D06502,prostate_cancer,ALK,0,1,0.681,351.1,2.26,14.04,19
D06503,colon_cancer,mTOR,0,1,0.819,468.1,2.29,18.046,19
D06504,breast_cancer,HER2,1,0,0.825,414.8,2.72,32.055,13
D06505,lung_cancer,PD1,1,0,0.606,532.0,2.73,26.134,3
D06506,breast_cancer,PD1,0,0,0.639,566.3,2.2,32.195,10
D06507,ovarian_cancer,EGFR,0,1,0.668,379.8,4.54,7.885,19
D06508,breast_cancer,mTOR,1,1,0.835,427.4,1.95,28.614,7
D06509,melanoma,PD1,0,0,0.729,340.6,3.86,9.506,11
D06510,prostate_cancer,ALK,1,1,0.876,452.7,2.8,10.967,4
D06511,colon_cancer,EGFR,1,0,0.858,467.3,3.81,20.722,8
D06512,prostate_cancer,EGFR,1,1,0.839,465.6,4.88,13.03,8
D06513,prostate_cancer,BRAF,0,0,0.499,490.7,3.85,8.531,7
D06514,breast_cancer,BRAF,0,0,0.452,544.4,2.97,31.4,1
D06515,breast_cancer,PD1,0,0,0.648,433.0,3.27,25.17,1
D06516,colon_cancer,VEGF,1,1,0.614,520.8,2.54,19.548,2
D06517,melanoma,HER2,0,1,0.421,493.3,3.99,5.801,11
D06518,melanoma,HER2,1,1,0.501,645.6,3.68,7.517,12
D06519,breast_cancer,mTOR,0,0,0.822,629.0,2.5,35.493,5
D06520,breast_cancer,VEGF,0,1,0.415,536.2,4.07,32.174,19
D06521,ovarian_cancer,VEGF,1,1,0.65,408.3,2.61,6.785,15
D06522,colon_cancer,EGFR,1,0,0.452,619.0,2.22,23.452,14
D06523,breast_cancer,mTOR,1,0,0.653,372.7,4.22,33.003,14
D06524,ovarian_cancer,ALK,1,0,0.407,575.7,3.35,7.65,13
D06525,ovarian_cancer,HER2,0,0,0.643,476.3,2.65,3.282,6
D06526,colon_cancer,VEGF,1,1,0.561,502.6,4.26,28.933,14
D06527,ovarian_cancer,BRAF,0,1,0.698,499.1,4.73,3.941,10
D06528,lung_cancer,HER2,1,1,0.404,408.2,2.98,28.083,18
D06529,lung_cancer,ALK,0,1,0.679,450.2,2.13,25.11,18
D06530,colon_cancer,HER2,1,1,0.854,467.8,3.33,29.791,18
D06531,ovarian_cancer,EGFR,1,0,0.496,521.9,4.74,5.499,11
D06532,ovarian_cancer,mTOR,1,0,0.593,517.2,3.92,4.097,7
D06533,lung_cancer,HER2,0,1,0.752,485.3,4.34,43.692,14
D06534,colon_cancer,EGFR,1,1,0.718,671.9,3.42,19.555,1
D06535,ovarian_cancer,mTOR,0,0,0.623,400.6,2.56,4.038,11
D06536,prostate_cancer,BRAF,0,1,0.453,502.6,3.37,9.764,17
D06537,ovarian_cancer,mTOR,0,1,0.896,535.9,3.37,3.482,11
D06538,melanoma,ALK,0,0,0.716,480.6,2.49,7.198,3
D06539,colon_cancer,BRAF,0,0,0.82,512.1,4.48,25.03,13
D06540,breast_cancer,PD1,1,1,0.883,561.6,3.43,25.041,7
D06541,lung_cancer,mTOR,0,1,0.513,562.4,2.7,45.18,12
D06542,prostate_cancer,BRAF,1,1,0.617,439.3,2.4,6.288,10
D06543,lung_cancer,mTOR,1,1,0.527,470.0,2.66,25.339,4
D06544,colon_cancer,mTOR,1,1,0.603,576.7,2.62,20.793,4
D06545,ovarian_cancer,ALK,1,1,0.821,415.8,4.55,5.058,5
D06546,colon_cancer,PD1,1,0,0.532,443.9,3.12,23.433,14
D06547,melanoma,mTOR,0,0,0.686,516.1,2.09,5.274,15
D06548,breast_cancer,VEGF,1,1,0.708,578.8,3.51,20.873,1
D06549,lung_cancer,PD1,1,0,0.514,604.7,2.46,29.091,8
D06550,ovarian_cancer,mTOR,0,0,0.708,487.9,3.03,7.821,18
D06551,prostate_cancer,BRAF,1,0,0.478,501.1,1.84,11.822,9
D06552,melanoma,HER2,1,0,0.681,488.9,1.86,9.467,3
D06553,lung_cancer,VEGF,1,1,0.586,508.7,1.3,31.717,18
D06554,lung_cancer,ALK,1,0,0.645,331.9,3.65,48.151,10
D06555,ovarian_cancer,VEGF,1,0,0.641,436.3,2.21,6.761,1
D06556,prostate_cancer,mTOR,0,0,0.765,581.7,3.26,7.338,14
D06557,melanoma,BRAF,1,1,0.718,549.8,2.87,5.182,14
D06558,lung_cancer,PD1,0,0,0.403,694.4,2.52,39.932,14
D06559,melanoma,PD1,1,1,0.57,619.6,2.95,6.555,8
D06560,lung_cancer,EGFR,0,1,0.843,347.6,3.39,46.732,13
D06561,breast_cancer,HER2,1,1,0.831,505.2,2.16,33.016,6
D06562,lung_cancer,HER2,1,0,0.811,406.2,2.98,28.263,18
D06563,ovarian_cancer,ALK,1,0,0.428,508.0,1.02,7.642,7
D06564,breast_cancer,EGFR,1,1,0.587,564.2,2.6,35.483,13
D06565,ovarian_cancer,EGFR,0,1,0.43,373.5,3.75,6.193,13
D06566,lung_cancer,BRAF,0,1,0.447,478.1,3.97,41.724,9
D06567,lung_cancer,HER2,0,1,0.417,515.0,3.0,25.561,9
D06568,breast_cancer,VEGF,1,1,0.854,467.8,3.39,25.145,10
D06569,ovarian_cancer,HER2,1,1,0.569,446.9,2.32,8.506,12
D06570,lung_cancer,BRAF,1,0,0.542,528.8,2.88,47.219,9
D06571,lung_cancer,EGFR,1,0,0.478,482.7,3.87,34.35,19
D06572,colon_cancer,VEGF,1,1,0.58,470.9,3.01,24.59,18
D06573,melanoma,PD1,0,0,0.53,432.0,3.34,5.349,12
D06574,colon_cancer,VEGF,0,0,0.425,508.0,3.72,27.933,13
D06575,colon_cancer,HER2,0,0,0.855,433.7,2.63,18.691,5
D06576,ovarian_cancer,mTOR,1,1,0.547,543.4,3.2,7.647,8
D06577,breast_cancer,BRAF,0,1,0.573,407.5,4.05,29.131,14
D06578,melanoma,HER2,1,0,0.547,344.1,3.63,9.284,16
D06579,melanoma,VEGF,1,1,0.76,378.8,4.51,9.568,16
D06580,breast_cancer,BRAF,0,1,0.451,356.4,3.92,35.902,14
D06581,melanoma,HER2,0,0,0.416,473.5,2.71,7.862,18
D06582,colon_cancer,PD1,0,0,0.689,494.8,3.51,18.714,13
D06583,prostate_cancer,PD1,0,0,0.464,407.6,2.35,7.14,12
D06584,ovarian_cancer,PD1,1,0,0.884,532.0,1.63,8.2,6
D06585,colon_cancer,ALK,0,0,0.571,433.3,5.43,20.456,19
D06586,ovarian_cancer,ALK,0,1,0.784,402.6,3.92,7.974,9
D06587,breast_cancer,PD1,1,1,0.575,433.1,3.41,22.34,5
D06588,breast_cancer,PD1,0,1,0.538,532.3,3.9,34.334,15
D06589,prostate_cancer,EGFR,0,1,0.827,464.0,4.59,7.948,8
D06590,ovarian_cancer,PD1,1,0,0.561,432.9,3.19,5.699,9
D06591,colon_cancer,ALK,0,1,0.505,499.6,2.1,25.365,4
D06592,breast_cancer,ALK,0,0,0.719,457.1,3.13,35.883,6
D06593,melanoma,PD1,0,0,0.886,445.4,4.95,7.554,11
D06594,colon_cancer,PD1,1,0,0.784,412.9,3.94,24.535,15
D06595,lung_cancer,mTOR,0,1,0.828,548.5,2.99,36.099,20
D06596,colon_cancer,HER2,0,1,0.866,410.8,2.39,20.772,7
D06597,breast_cancer,mTOR,1,0,0.866,438.6,1.57,34.276,7
D06598,breast_cancer,mTOR,1,1,0.476,399.7,1.81,39.156,16
D06599,ovarian_cancer,ALK,0,1,0.769,587.7,3.49,3.241,17
D06600,ovarian_cancer,BRAF,0,1,0.702,542.9,3.47,6.103,16
D06601,prostate_cancer,PD1,0,0,0.71,493.4,4.17,11.595,7
D06602,melanoma,ALK,0,1,0.581,431.1,3.09,6.339,19
D06603,ovarian_cancer,HER2,0,1,0.626,539.8,1.94,7.309,19
D06604,breast_cancer,ALK,0,1,0.804,727.7,3.02,34.847,1
D06605,lung_cancer,mTOR,1,0,0.558,491.4,4.01,43.087,11
D06606,breast_cancer,mTOR,1,1,0.826,553.2,3.03,30.868,16
D06607,lung_cancer,PD1,1,0,0.497,490.4,1.8,30.119,15
D06608,ovarian_cancer,BRAF,0,0,0.796,435.5,3.41,4.279,10
D06609,melanoma,PD1,1,0,0.708,515.5,3.98,7.115,4
D06610,melanoma,mTOR,1,0,0.471,470.4,1.89,9.013,1
D06611,lung_cancer,VEGF,1,1,0.554,564.5,4.15,40.27,19
D06612,colon_cancer,BRAF,1,0,0.784,551.9,2.87,20.266,5
D06613,colon_cancer,VEGF,0,1,0.497,563.6,5.74,24.211,1
D06614,colon_cancer,VEGF,1,1,0.893,489.2,1.95,18.123,18
D06615,melanoma,HER2,0,1,0.543,433.1,3.5,9.213,13
D06616,breast_cancer,VEGF,1,1,0.559,351.6,3.14,21.777,12
D06617,breast_cancer,HER2,1,0,0.67,510.4,4.23,22.68,1
D06618,melanoma,PD1,1,0,0.766,584.8,3.69,6.552,10
D06619,colon_cancer,HER2,1,0,0.697,307.0,3.74,23.467,9
D06620,colon_cancer,HER2,1,0,0.716,536.4,3.2,25.037,18
D06621,colon_cancer,EGFR,0,1,0.623,341.6,2.38,24.972,12
D06622,melanoma,BRAF,0,1,0.664,386.7,1.39,5.028,15
D06623,lung_cancer,PD1,0,0,0.575,479.8,2.36,41.158,4
D06624,lung_cancer,VEGF,0,1,0.626,690.0,2.86,49.93,16
D06625,colon_cancer,ALK,0,1,0.539,583.5,1.74,26.127,14
D06626,melanoma,EGFR,1,1,0.764,437.6,3.08,8.431,1
D06627,lung_cancer,HER2,1,0,0.758,407.3,2.66,30.865,1
D06628,lung_cancer,EGFR,0,1,0.727,462.6,2.81,33.554,13
D06629,prostate_cancer,PD1,1,1,0.61,628.4,3.3,11.782,13
D06630,colon_cancer,HER2,1,0,0.763,518.4,3.43,23.819,16
D06631,melanoma,PD1,0,0,0.569,529.0,2.93,7.166,11
D06632,ovarian_cancer,EGFR,0,0,0.522,454.3,3.13,6.672,10
D06633,melanoma,BRAF,0,0,0.555,572.5,3.9,7.426,1
D06634,melanoma,BRAF,0,1,0.875,460.8,3.61,6.672,15
D06635,breast_cancer,BRAF,0,1,0.502,464.4,3.03,37.504,10
D06636,breast_cancer,ALK,0,1,0.755,442.1,2.85,21.406,14
D06637,breast_cancer,ALK,0,0,0.867,587.3,3.07,36.062,13
D06638,lung_cancer,PD1,0,1,0.456,490.8,1.84,46.056,14
D06639,melanoma,EGFR,1,0,0.51,455.3,2.81,9.237,15
D06640,lung_cancer,PD1,0,1,0.459,413.7,3.02,36.503,19
D06641,prostate_cancer,BRAF,1,1,0.704,445.7,3.06,12.073,4
D06642,ovarian_cancer,ALK,1,1,0.622,489.7,2.24,6.406,20
D06643,melanoma,HER2,0,1,0.536,448.1,3.06,7.101,3
D06644,breast_cancer,VEGF,0,0,0.657,574.7,3.21,35.019,18
D06645,ovarian_cancer,PD1,1,1,0.825,427.0,3.32,6.235,17
D06646,breast_cancer,PD1,0,1,0.574,616.6,3.73,28.065,17
D06647,prostate_cancer,mTOR,1,0,0.623,523.8,3.58,8.283,17
D06648,breast_cancer,HER2,0,0,0.836,595.2,3.86,38.901,19
D06649,prostate_cancer,mTOR,0,1,0.529,525.3,3.85,13.329,19
D06650,colon_cancer,EGFR,0,0,0.826,393.5,1.8,27.028,7
D06651,melanoma,mTOR,0,0,0.433,492.6,3.05,6.638,15
D06652,prostate_cancer,ALK,0,1,0.409,436.5,3.66,7.434,18
D06653,breast_cancer,PD1,1,1,0.869,331.0,2.57,32.851,4
D06654,prostate_cancer,VEGF,1,0,0.61,441.2,1.69,8.934,19
D06655,colon_cancer,HER2,0,0,0.73,599.6,1.91,20.606,19
D06656,melanoma,HER2,0,1,0.892,432.9,3.73,5.429,8
D06657,lung_cancer,HER2,0,1,0.453,531.7,2.11,43.178,8
D06658,melanoma,BRAF,0,0,0.538,534.6,3.23,7.2,2
D06659,colon_cancer,mTOR,1,1,0.699,666.6,3.32,15.9,12
D06660,prostate_cancer,BRAF,0,1,0.449,468.7,2.31,12.845,20
D06661,colon_cancer,VEGF,1,0,0.9,420.5,2.34,25.55,3
D06662,ovarian_cancer,HER2,0,1,0.795,589.7,3.01,6.209,2
D06663,lung_cancer,ALK,1,0,0.72,525.2,4.21,45.672,17
D06664,lung_cancer,BRAF,1,1,0.83,300.0,4.02,35.722,14
D06665,prostate_cancer,mTOR,0,0,0.638,484.4,3.35,10.199,5
D06666,ovarian_cancer,PD1,0,0,0.605,413.7,2.4,8.193,2
D06667,ovarian_cancer,EGFR,1,1,0.677,519.1,4.91,4.681,1
D06668,colon_cancer,ALK,1,1,0.756,560.3,4.01,23.841,11
D06669,prostate_cancer,mTOR,0,1,0.899,464.6,2.52,6.301,2
D06670,breast_cancer,EGFR,1,0,0.773,417.5,2.61,30.399,14
D06671,lung_cancer,mTOR,1,1,0.489,315.8,2.42,28.808,10
D06672,ovarian_cancer,PD1,1,1,0.532,435.2,2.86,8.758,20
D06673,colon_cancer,ALK,1,0,0.491,490.5,3.29,20.443,20
D06674,ovarian_cancer,EGFR,0,0,0.468,478.8,2.53,8.167,13
D06675,breast_cancer,VEGF,1,0,0.892,322.9,2.54,28.861,16
D06676,prostate_cancer,BRAF,1,0,0.666,402.2,3.37,11.195,6
D06677,melanoma,ALK,0,0,0.709,552.7,3.75,8.718,12
D06678,colon_cancer,VEGF,1,1,0.669,540.6,2.89,17.728,8
D06679,ovarian_cancer,HER2,0,0,0.46,438.2,2.4,6.888,11
D06680,melanoma,mTOR,1,0,0.736,359.4,3.79,6.853,4
D06681,breast_cancer,ALK,1,1,0.803,466.0,2.0,24.968,7
D06682,melanoma,PD1,0,0,0.705,413.9,2.31,6.211,15
D06683,colon_cancer,VEGF,1,0,0.741,483.4,3.85,25.761,5
D06684,colon_cancer,VEGF,1,0,0.448,452.2,1.2,18.068,12
D06685,prostate_cancer,mTOR,1,1,0.872,464.9,2.88,7.492,1
D06686,melanoma,VEGF,0,1,0.41,462.0,2.5,7.102,9
D06687,prostate_cancer,PD1,1,0,0.9,497.4,3.05,8.743,17
D06688,breast_cancer,ALK,1,0,0.638,478.0,3.33,33.575,6
D06689,ovarian_cancer,mTOR,0,1,0.767,445.6,2.61,6.129,6
D06690,ovarian_cancer,VEGF,1,0,0.783,590.4,3.45,8.26,6
D06691,prostate_cancer,HER2,1,1,0.762,546.2,3.98,9.425,17
D06692,lung_cancer,PD1,1,0,0.813,522.1,3.74,28.397,5
D06693,breast_cancer,HER2,0,1,0.897,353.7,3.16,27.466,1
D06694,lung_cancer,EGFR,1,0,0.825,465.4,4.34,40.898,15
D06695,prostate_cancer,EGFR,0,1,0.783,554.2,2.5,13.465,10
D06696,melanoma,mTOR,1,1,0.826,509.8,3.13,7.724,14
D06697,breast_cancer,HER2,1,0,0.518,516.3,2.18,28.792,19
D06698,ovarian_cancer,ALK,1,0,0.663,508.8,2.82,8.17,11
D06699,breast_cancer,ALK,0,0,0.799,502.6,2.42,34.089,8
D06700,prostate_cancer,BRAF,1,1,0.626,433.2,3.94,12.73,7
D06701,prostate_cancer,mTOR,1,1,0.803,395.9,2.22,8.99,6
D06702,prostate_cancer,PD1,1,0,0.87,475.9,2.38,7.379,18
D06703,prostate_cancer,VEGF,1,1,0.816,409.2,3.08,12.089,5
D06704,ovarian_cancer,ALK,1,0,0.505,359.6,2.19,3.341,3
D06705,ovarian_cancer,HER2,1,0,0.858,644.3,3.37,5.595,19
D06706,prostate_cancer,VEGF,1,1,0.437,420.3,3.33,14.561,17
D06707,breast_cancer,ALK,0,0,0.435,525.4,3.8,22.914,19
D06708,ovarian_cancer,HER2,1,0,0.553,469.8,3.78,4.113,17
D06709,colon_cancer,HER2,1,0,0.775,316.9,2.15,18.682,7
D06710,prostate_cancer,EGFR,1,1,0.699,493.1,3.26,11.862,14
D06711,breast_cancer,PD1,0,1,0.707,407.1,3.21,21.466,7
D06712,colon_cancer,VEGF,0,1,0.781,430.1,2.78,22.879,3
D06713,lung_cancer,mTOR,0,1,0.698,562.0,3.73,29.36,7
D06714,prostate_cancer,mTOR,0,0,0.79,400.2,2.15,9.726,1
D06715,ovarian_cancer,HER2,1,1,0.531,447.1,2.98,7.619,7
D06716,melanoma,VEGF,0,0,0.487,427.4,3.83,9.294,16
D06717,melanoma,BRAF,1,0,0.832,507.8,3.32,8.907,8
D06718,lung_cancer,HER2,0,0,0.801,378.7,3.93,30.823,10
D06719,prostate_cancer,VEGF,0,1,0.685,300.0,3.67,10.394,13
D06720,ovarian_cancer,HER2,1,0,0.459,554.7,2.65,3.729,2
D06721,lung_cancer,BRAF,1,1,0.631,581.8,2.95,39.96,8
D06722,lung_cancer,EGFR,0,1,0.578,485.0,3.27,42.294,10
D06723,melanoma,EGFR,0,0,0.466,734.9,4.08,6.063,5
D06724,lung_cancer,mTOR,0,1,0.793,536.1,2.27,25.424,6
D06725,prostate_cancer,VEGF,0,1,0.828,491.5,2.35,10.733,18
D06726,lung_cancer,BRAF,0,1,0.706,545.8,3.11,29.169,14
D06727,breast_cancer,EGFR,1,0,0.591,390.0,3.06,22.606,15
D06728,breast_cancer,mTOR,0,0,0.405,412.0,3.12,26.882,4
D06729,lung_cancer,EGFR,0,1,0.701,411.3,3.02,45.973,11
D06730,lung_cancer,VEGF,1,0,0.478,540.0,2.96,38.58,1
D06731,lung_cancer,VEGF,1,0,0.488,448.7,3.16,46.264,18
D06732,lung_cancer,BRAF,1,0,0.437,535.8,2.11,47.897,9
D06733,melanoma,ALK,1,0,0.833,500.9,4.05,6.181,13
D06734,lung_cancer,mTOR,1,0,0.847,525.9,3.05,28.918,10
D06735,colon_cancer,EGFR,0,1,0.768,531.2,3.36,28.441,12
D06736,breast_cancer,VEGF,0,1,0.414,540.3,1.38,39.094,6
D06737,melanoma,VEGF,1,0,0.418,355.7,3.8,9.215,19
D06738,colon_cancer,mTOR,0,1,0.522,359.6,3.32,28.177,12
D06739,prostate_cancer,EGFR,1,0,0.503,451.8,2.2,11.918,1
D06740,ovarian_cancer,mTOR,1,0,0.428,508.0,3.16,8.189,19
D06741,breast_cancer,PD1,0,1,0.555,648.8,2.5,32.755,7
D06742,colon_cancer,ALK,1,1,0.569,595.2,3.28,18.548,2
D06743,breast_cancer,BRAF,1,0,0.73,427.1,3.64,30.35,12
D06744,melanoma,PD1,0,0,0.703,525.3,3.03,7.94,17
D06745,lung_cancer,HER2,0,0,0.798,501.3,2.52,32.461,13
D06746,breast_cancer,HER2,1,1,0.58,413.9,3.61,21.85,10
D06747,melanoma,ALK,0,0,0.534,462.1,2.94,6.814,1
D06748,breast_cancer,ALK,1,1,0.834,502.4,3.21,27.215,10
D06749,melanoma,BRAF,1,0,0.429,365.7,4.03,7.51,20
D06750,lung_cancer,VEGF,0,0,0.401,489.7,2.84,34.383,12
D06751,lung_cancer,ALK,0,1,0.772,514.5,3.19,46.077,4
D06752,melanoma,BRAF,1,0,0.628,541.4,3.43,6.718,19
D06753,breast_cancer,mTOR,1,1,0.717,537.4,4.08,36.048,9
D06754,melanoma,EGFR,1,0,0.731,550.7,2.87,8.368,17
D06755,prostate_cancer,PD1,0,1,0.573,390.2,4.33,10.841,18
D06756,prostate_cancer,mTOR,0,0,0.471,461.0,2.62,6.031,18
D06757,melanoma,EGFR,0,0,0.592,341.1,3.27,8.368,8
D06758,colon_cancer,mTOR,1,1,0.444,491.9,1.79,19.372,5
D06759,prostate_cancer,HER2,1,0,0.743,516.3,2.6,11.238,15
D06760,colon_cancer,PD1,0,0,0.832,695.2,2.54,20.45,12
D06761,colon_cancer,EGFR,0,0,0.473,445.2,2.3,24.258,1
D06762,melanoma,HER2,1,1,0.635,582.2,2.7,9.869,14
D06763,colon_cancer,VEGF,1,0,0.697,422.0,3.57,18.047,3
D06764,lung_cancer,BRAF,0,0,0.531,369.6,3.5,26.417,17
D06765,lung_cancer,PD1,1,1,0.621,622.5,3.45,28.772,7
D06766,melanoma,EGFR,1,1,0.456,531.0,3.7,5.296,14
D06767,lung_cancer,VEGF,0,1,0.485,616.8,3.97,33.075,7
D06768,prostate_cancer,HER2,0,0,0.527,515.2,3.72,6.84,14
D06769,breast_cancer,VEGF,0,1,0.55,409.1,3.62,21.385,12
D06770,colon_cancer,HER2,0,0,0.594,399.6,2.71,29.662,15
D06771,ovarian_cancer,EGFR,1,1,0.677,300.0,3.32,6.322,15
D06772,breast_cancer,ALK,0,0,0.778,428.5,3.89,32.22,13
D06773,ovarian_cancer,HER2,0,0,0.78,511.2,3.9,8.757,18
D06774,breast_cancer,BRAF,1,1,0.617,393.3,3.83,22.182,2
D06775,melanoma,PD1,1,1,0.76,648.5,3.61,9.184,16
D06776,melanoma,PD1,1,1,0.591,543.2,3.14,6.654,2
D06777,ovarian_cancer,PD1,1,0,0.772,438.0,3.61,3.467,10
D06778,breast_cancer,BRAF,0,1,0.634,359.5,2.67,20.312,19
D06779,ovarian_cancer,VEGF,1,0,0.404,338.3,2.44,6.126,11
D06780,lung_cancer,PD1,0,0,0.561,531.4,3.4,33.339,1
D06781,breast_cancer,VEGF,1,1,0.816,484.1,3.14,22.356,4
D06782,ovarian_cancer,BRAF,0,1,0.493,329.1,2.7,8.137,20
D06783,lung_cancer,BRAF,1,0,0.408,425.5,2.47,35.827,8
D06784,lung_cancer,HER2,0,0,0.513,528.0,2.31,47.531,10
D06785,lung_cancer,EGFR,1,1,0.632,431.6,1.33,35.046,5
D06786,prostate_cancer,HER2,0,0,0.767,456.5,2.13,8.955,16
D06787,lung_cancer,ALK,1,0,0.701,486.3,2.24,49.457,10
D06788,colon_cancer,PD1,1,0,0.825,488.4,2.88,23.866,4
D06789,colon_cancer,VEGF,1,1,0.635,613.8,3.4,23.285,10
D06790,breast_cancer,EGFR,1,1,0.607,332.8,1.99,28.492,11
D06791,ovarian_cancer,mTOR,0,1,0.49,484.4,2.26,5.454,6
D06792,prostate_cancer,mTOR,0,0,0.882,300.0,4.08,14.53,16
D06793,lung_cancer,VEGF,0,0,0.563,537.6,3.42,35.137,11
D06794,prostate_cancer,BRAF,0,1,0.431,431.4,3.34,8.102,7
D06795,lung_cancer,mTOR,1,0,0.475,423.7,3.16,39.432,17
D06796,melanoma,mTOR,0,1,0.417,406.4,4.21,6.771,3
D06797,ovarian_cancer,EGFR,1,0,0.48,354.4,3.99,4.608,8
D06798,melanoma,HER2,0,1,0.525,483.1,2.61,8.308,15
D06799,breast_cancer,ALK,0,0,0.509,493.4,3.59,21.505,9
D06800,breast_cancer,PD1,0,0,0.572,589.3,3.25,33.479,4
D06801,melanoma,HER2,0,1,0.462,408.7,3.04,5.543,10
D06802,melanoma,mTOR,0,0,0.623,625.3,4.08,6.277,18
D06803,melanoma,BRAF,0,1,0.556,552.7,3.64,6.403,11
D06804,colon_cancer,BRAF,1,1,0.626,536.0,3.93,29.059,7
D06805,lung_cancer,HER2,0,1,0.656,443.5,1.92,33.17,6
D06806,melanoma,mTOR,0,1,0.719,485.5,2.35,5.094,18
D06807,prostate_cancer,ALK,1,0,0.674,395.6,2.42,6.408,10
D06808,ovarian_cancer,HER2,1,1,0.654,678.8,3.11,8.972,4
D06809,melanoma,PD1,1,0,0.66,509.0,2.02,9.84,9
D06810,lung_cancer,ALK,0,0,0.541,332.5,2.34,48.7,6
D06811,ovarian_cancer,ALK,0,1,0.433,595.1,3.27,4.231,13
