drug_id,indication,target,has_positive_efficacy_phrase,has_severe_toxicity_phrase,text_embed_score,molecular_weight,logP,potential_label,toxicity_label,market_size_million,competition_level,expected_profit_score,success_probability,traditional_time_years,ai_time_years
D05816,colon_cancer,HER2,1,0,0.611,599.5,2.74,2,0,15463,5,0.777,0.624,13,3
D05817,colon_cancer,BRAF,0,1,0.459,674.1,3.29,0,1,28638,8,0.213,0.193,10,2
D05818,colon_cancer,mTOR,1,0,0.702,558.2,3.14,1,0,28773,3,0.689,0.461,8,2
D05819,breast_cancer,VEGF,1,1,0.578,476.0,2.8,1,1,28951,7,0.4,0.294,11,2
D05820,colon_cancer,mTOR,1,1,0.73,463.2,3.49,2,0,22228,5,0.811,0.652,13,1
D05821,breast_cancer,PD1,0,1,0.858,509.4,2.97,1,1,29120,3,0.441,0.269,10,1
D05822,breast_cancer,EGFR,1,1,0.771,600.8,0.63,1,1,29296,8,0.391,0.348,13,3
D05823,breast_cancer,EGFR,1,1,0.448,520.8,3.57,1,1,26279,5,0.406,0.335,8,1
D05824,colon_cancer,BRAF,0,0,0.611,571.8,2.95,0,0,24523,3,0.493,0.344,13,1
D05825,ovarian_cancer,VEGF,1,1,0.577,496.6,3.79,1,1,3271,1,0.331,0.215,12,1
D05826,colon_cancer,EGFR,0,0,0.649,599.3,2.76,0,0,20437,3,0.472,0.367,9,2
D05827,colon_cancer,PD1,0,0,0.855,501.4,4.34,1,0,26882,8,0.629,0.503,10,1
D05828,prostate_cancer,VEGF,0,1,0.693,310.1,2.45,0,0,7632,2,0.418,0.348,13,1
D05829,colon_cancer,PD1,1,1,0.685,597.3,3.87,0,1,24954,8,0.195,0.156,11,2
D05830,colon_cancer,PD1,0,1,0.805,521.8,2.64,0,0,25582,6,0.468,0.391,9,1
D05831,ovarian_cancer,EGFR,0,0,0.747,409.5,2.53,1,0,3580,3,0.563,0.411,14,3
D05832,prostate_cancer,ALK,0,1,0.69,603.8,2.5,0,1,11536,1,0.198,0.11,14,3
D05833,lung_cancer,BRAF,0,0,0.832,488.1,2.4,1,0,38383,9,0.677,0.521,9,2
D05834,lung_cancer,EGFR,1,0,0.639,547.4,2.57,2,0,42860,7,0.894,0.642,14,1
D05835,colon_cancer,PD1,1,1,0.512,472.2,1.65,1,0,16920,4,0.62,0.498,14,1
D05836,prostate_cancer,BRAF,0,1,0.499,350.9,3.01,0,0,12360,2,0.442,0.364,8,1
D05837,prostate_cancer,BRAF,1,0,0.439,374.0,4.68,1,0,10224,1,0.616,0.477,8,1
D05838,colon_cancer,mTOR,0,0,0.405,315.1,2.36,0,0,24764,7,0.454,0.34,11,2
D05839,breast_cancer,ALK,0,1,0.854,481.3,2.71,0,0,23572,4,0.478,0.394,9,2
D05840,breast_cancer,VEGF,0,1,0.854,391.7,2.23,0,1,31473,5,0.257,0.179,13,1
D05841,melanoma,HER2,1,1,0.584,400.7,2.77,1,1,7137,5,0.311,0.267,12,2
D05842,ovarian_cancer,HER2,1,0,0.47,636.2,3.06,2,0,7269,4,0.746,0.579,10,1
D05843,melanoma,BRAF,0,0,0.751,574.6,3.41,1,0,6042,5,0.555,0.415,13,3
D05844,ovarian_cancer,PD1,1,0,0.593,569.1,0.76,1,0,4750,5,0.549,0.461,13,1
D05845,prostate_cancer,ALK,1,0,0.502,455.6,4.05,2,0,14018,1,0.81,0.547,8,1
D05846,lung_cancer,PD1,0,1,0.704,434.3,4.41,0,1,45250,6,0.316,0.22,9,2
D05847,breast_cancer,ALK,0,0,0.784,598.7,2.62,1,0,32515,5,0.688,0.486,9,3
D05848,prostate_cancer,mTOR,1,1,0.63,439.7,2.19,2,0,14895,1,0.814,0.558,10,2
D05849,ovarian_cancer,VEGF,0,1,0.833,429.6,2.01,0,0,5663,1,0.418,0.305,12,2
D05850,breast_cancer,BRAF,0,0,0.733,514.3,1.84,1,0,32759,5,0.689,0.496,9,2
D05851,breast_cancer,ALK,0,0,0.71,528.3,3.5,1,0,35409,10,0.652,0.538,13,3
D05852,melanoma,PD1,1,1,0.802,347.1,4.24,1,1,5121,2,0.331,0.254,13,3
D05853,ovarian_cancer,mTOR,1,1,0.691,521.1,3.6,1,1,5544,5,0.303,0.2,13,1
D05854,ovarian_cancer,HER2,1,1,0.561,419.3,3.5,2,1,4064,4,0.48,0.36,12,3
D05855,prostate_cancer,PD1,0,0,0.712,570.1,2.92,1,0,9724,4,0.584,0.429,13,2
D05856,melanoma,VEGF,0,0,0.671,640.2,3.04,1,0,5355,1,0.592,0.468,11,3
D05857,lung_cancer,ALK,0,0,0.444,571.3,3.23,0,0,40459,10,0.502,0.365,12,3
D05858,breast_cancer,HER2,1,1,0.858,526.8,1.66,2,0,23842,8,0.789,0.64,14,1
D05859,colon_cancer,PD1,1,0,0.888,509.7,2.41,2,0,24959,7,0.805,0.6,9,1
D05860,prostate_cancer,BRAF,1,1,0.776,412.3,4.4,1,1,13267,3,0.361,0.304,14,3
D05861,prostate_cancer,VEGF,1,1,0.462,462.9,2.2,1,1,13688,1,0.383,0.24,8,3
D05862,breast_cancer,VEGF,1,0,0.728,451.3,1.96,2,0,36697,6,0.873,0.603,9,1
D05863,breast_cancer,BRAF,1,0,0.79,594.7,2.44,2,0,34566,9,0.833,0.652,8,3
D05864,prostate_cancer,mTOR,0,1,0.587,522.3,4.08,0,1,14297,5,0.171,0.132,9,2
D05865,ovarian_cancer,EGFR,1,1,0.478,440.0,3.43,1,0,6595,4,0.568,0.47,9,2
D05866,prostate_cancer,ALK,1,1,0.68,397.6,4.96,1,1,10667,2,0.358,0.217,8,2
D05867,colon_cancer,HER2,1,0,0.82,554.9,2.85,2,0,18044,7,0.77,0.596,13,3
D05868,ovarian_cancer,mTOR,1,0,0.524,418.2,2.91,2,0,4930,4,0.735,0.515,13,2
D05869,prostate_cancer,VEGF,0,0,0.426,452.8,4.56,0,0,11797,3,0.429,0.367,11,2
D05870,breast_cancer,VEGF,1,0,0.596,382.0,3.11,2,0,31401,10,0.807,0.621,14,2
D05871,colon_cancer,BRAF,1,0,0.648,478.5,2.91,2,0,25534,3,0.848,0.585,11,1
D05872,ovarian_cancer,mTOR,0,0,0.593,471.3,2.91,1,0,8577,4,0.578,0.43,12,2
D05873,lung_cancer,PD1,0,0,0.666,549.8,3.49,1,0,35674,6,0.693,0.483,12,3
D05874,melanoma,mTOR,0,1,0.478,513.5,0.57,0,0,5085,2,0.405,0.35,8,1
D05875,colon_cancer,BRAF,0,1,0.414,504.0,1.68,0,0,16415,7,0.412,0.35,13,3
D05876,prostate_cancer,ALK,1,1,0.569,531.7,4.18,1,1,13810,1,0.384,0.252,13,2
D05877,lung_cancer,BRAF,1,0,0.72,405.9,2.79,2,0,34433,8,0.842,0.597,10,2
D05878,prostate_cancer,PD1,0,1,0.715,432.1,3.99,0,1,9022,1,0.185,0.084,12,1
D05879,lung_cancer,VEGF,0,0,0.697,487.6,4.38,1,0,39208,10,0.671,0.535,13,3
D05880,lung_cancer,PD1,0,0,0.842,513.1,3.19,2,0,35728,5,0.879,0.672,12,3
D05881,melanoma,EGFR,1,0,0.852,485.5,3.65,2,0,8140,4,0.751,0.601,8,3
D05882,ovarian_cancer,EGFR,1,0,0.614,341.0,3.07,2,0,3490,4,0.727,0.538,10,1
D05883,lung_cancer,ALK,0,0,0.676,474.4,3.58,1,0,49422,5,0.772,0.564,13,2
D05884,lung_cancer,mTOR,0,1,0.501,465.0,2.17,0,1,49730,6,0.339,0.206,8,2
D05885,breast_cancer,HER2,0,1,0.617,480.6,2.13,0,1,25121,4,0.236,0.142,13,1
D05886,lung_cancer,VEGF,1,0,0.547,326.0,3.58,1,0,29532,6,0.663,0.522,12,1
D05887,melanoma,PD1,0,1,0.873,526.3,3.37,0,0,6676,5,0.383,0.308,12,3
D05888,colon_cancer,mTOR,0,1,0.885,584.2,2.47,0,1,27376,6,0.227,0.17,14,2
D05889,melanoma,EGFR,0,0,0.71,365.5,2.94,1,0,8513,3,0.588,0.453,9,3
D05890,breast_cancer,ALK,1,1,0.809,452.2,2.33,2,1,39918,7,0.63,0.461,8,2
D05891,prostate_cancer,HER2,1,1,0.627,473.6,2.51,2,0,7015,2,0.765,0.598,9,1
D05892,melanoma,BRAF,1,0,0.839,333.1,2.65,2,0,7702,1,0.779,0.585,13,1
D05893,ovarian_cancer,mTOR,0,0,0.899,389.1,3.19,1,0,8047,1,0.605,0.398,8,3
D05894,prostate_cancer,ALK,0,0,0.636,427.5,3.89,0,0,10667,4,0.413,0.277,13,3
D05895,colon_cancer,PD1,1,1,0.558,608.3,3.54,1,1,28812,8,0.389,0.26,11,2
D05896,breast_cancer,EGFR,0,1,0.438,355.9,4.2,0,1,28930,5,0.245,0.195,13,1
D05897,melanoma,PD1,0,0,0.603,606.1,3.02,0,0,8552,2,0.423,0.339,14,1
D05898,lung_cancer,EGFR,1,1,0.549,585.8,2.56,1,1,40002,8,0.445,0.292,9,3
D05899,colon_cancer,PD1,1,0,0.439,330.7,2.39,2,0,20816,5,0.804,0.606,8,3
D05900,lung_cancer,HER2,1,0,0.472,618.3,1.81,1,0,48313,5,0.767,0.555,12,3
D05901,lung_cancer,VEGF,1,1,0.626,480.0,3.03,1,0,30570,7,0.658,0.52,9,2
D05902,prostate_cancer,PD1,0,0,0.565,439.0,2.65,1,0,11684,1,0.623,0.467,12,2
D05903,lung_cancer,HER2,0,1,0.532,485.8,2.55,0,1,40498,6,0.292,0.174,11,3
D05904,ovarian_cancer,ALK,0,0,0.662,366.2,3.17,1,0,3384,4,0.552,0.421,14,3
D05905,lung_cancer,PD1,1,1,0.668,565.9,3.7,1,1,26477,5,0.407,0.256,9,3
D05906,melanoma,mTOR,1,1,0.639,415.2,2.0,1,1,7221,5,0.311,0.232,8,2
D05907,lung_cancer,VEGF,1,0,0.876,457.3,4.25,2,0,31858,9,0.819,0.582,11,1
D05908,breast_cancer,EGFR,1,1,0.49,531.6,3.56,1,1,37119,10,0.411,0.345,9,2
D05909,breast_cancer,PD1,0,0,0.727,551.2,3.34,0,0,30636,10,0.453,0.395,10,2
D05910,lung_cancer,HER2,1,1,0.869,489.6,3.53,2,1,32838,6,0.604,0.389,8,3
D05911,prostate_cancer,VEGF,0,0,0.861,436.3,1.87,1,0,11330,2,0.612,0.433,13,3
D05912,colon_cancer,mTOR,1,1,0.774,537.8,3.99,1,1,19230,3,0.391,0.309,10,3
D05913,prostate_cancer,PD1,0,1,0.866,390.5,3.66,0,1,12333,3,0.182,0.165,11,1
D05914,lung_cancer,EGFR,0,0,0.62,614.5,3.0,0,0,39440,7,0.527,0.428,8,1
D05915,prostate_cancer,EGFR,1,1,0.411,414.6,3.1,1,1,6428,5,0.307,0.268,11,3
D05916,lung_cancer,BRAF,0,0,0.714,436.0,2.51,1,0,41451,5,0.732,0.523,9,2
D05917,breast_cancer,EGFR,1,1,0.517,514.7,1.72,2,1,34571,8,0.593,0.401,11,3
D05918,melanoma,BRAF,1,1,0.513,364.5,3.02,1,1,9276,4,0.331,0.296,8,3
D05919,colon_cancer,HER2,0,0,0.665,478.2,3.27,1,0,19440,7,0.602,0.43,10,3
D05920,melanoma,PD1,0,1,0.848,630.0,3.08,0,1,5905,2,0.16,0.109,13,3
D05921,colon_cancer,VEGF,1,0,0.642,527.9,2.22,2,0,25910,7,0.81,0.608,9,3
D05922,prostate_cancer,HER2,1,0,0.841,541.4,2.58,2,0,10182,5,0.751,0.591,10,2
D05923,melanoma,EGFR,0,0,0.467,485.7,2.91,1,0,9792,4,0.584,0.42,12,1
D05924,breast_cancer,EGFR,0,1,0.74,562.6,1.95,0,1,24705,5,0.224,0.176,11,3
D05925,lung_cancer,HER2,1,0,0.876,300.0,2.83,2,0,47145,6,0.926,0.619,12,1
D05926,ovarian_cancer,mTOR,1,0,0.859,517.5,3.12,2,0,6096,1,0.77,0.518,8,1
D05927,melanoma,HER2,0,1,0.772,578.6,3.35,0,1,5750,5,0.129,0.126,13,1
D05928,ovarian_cancer,HER2,1,1,0.496,434.9,1.14,1,0,3924,3,0.565,0.42,13,1
D05929,ovarian_cancer,EGFR,1,1,0.837,461.0,3.82,2,1,5464,2,0.507,0.352,8,1
D05930,colon_cancer,EGFR,1,0,0.779,448.6,3.02,2,0,29336,3,0.867,0.67,12,3
D05931,prostate_cancer,EGFR,0,1,0.432,513.7,2.19,0,0,8548,1,0.433,0.351,14,3
D05932,ovarian_cancer,VEGF,0,1,0.503,529.9,4.31,0,1,4924,2,0.155,0.144,14,3
D05933,ovarian_cancer,mTOR,1,1,0.514,466.2,2.1,1,0,6568,3,0.578,0.456,8,3
D05934,ovarian_cancer,BRAF,1,1,0.469,474.7,1.22,1,1,5764,5,0.304,0.288,13,1
D05935,breast_cancer,mTOR,1,1,0.692,507.0,3.36,2,0,27754,3,0.859,0.663,12,2
D05936,prostate_cancer,PD1,1,0,0.757,614.1,2.84,2,0,10757,5,0.754,0.598,14,1
D05937,breast_cancer,ALK,1,0,0.53,512.7,2.31,2,0,26640,4,0.843,0.602,10,3
D05938,melanoma,BRAF,0,0,0.506,451.5,1.78,1,0,5088,3,0.57,0.43,14,3
D05939,breast_cancer,EGFR,0,0,0.736,464.4,2.76,1,0,26771,8,0.629,0.54,14,2
D05940,melanoma,HER2,0,0,0.771,503.9,2.5,1,0,8034,2,0.595,0.469,9,1
D05941,lung_cancer,EGFR,0,0,0.872,486.7,2.73,1,0,26600,7,0.638,0.49,12,1
D05942,breast_cancer,VEGF,0,0,0.494,453.5,3.06,1,0,39902,9,0.685,0.569,14,2
D05943,lung_cancer,VEGF,0,0,0.681,483.2,3.61,1,0,48995,9,0.73,0.561,12,1
D05944,colon_cancer,VEGF,0,1,0.861,470.3,2.72,1,1,23508,6,0.383,0.252,12,1
D05945,colon_cancer,ALK,0,1,0.889,465.5,2.43,1,1,22962,8,0.36,0.328,12,2
D05946,ovarian_cancer,EGFR,1,1,0.678,451.2,4.62,1,1,5324,4,0.312,0.214,9,1
D05947,prostate_cancer,PD1,1,1,0.657,407.0,2.78,1,1,9043,4,0.33,0.201,9,3
D05948,lung_cancer,BRAF,1,1,0.528,449.0,2.8,1,1,30011,10,0.375,0.276,12,3
D05949,lung_cancer,EGFR,1,1,0.593,453.5,3.22,1,1,31787,8,0.404,0.273,13,3
D05950,lung_cancer,PD1,1,1,0.782,343.2,3.83,1,1,48606,5,0.518,0.324,14,1
D05951,colon_cancer,ALK,1,1,0.882,530.6,2.01,2,0,24284,4,0.831,0.626,9,2
D05952,breast_cancer,VEGF,1,1,0.741,300.0,2.22,1,1,22348,6,0.377,0.267,14,3
D05953,melanoma,mTOR,0,1,0.553,460.6,5.06,0,1,7196,5,0.136,0.074,13,3
D05954,prostate_cancer,PD1,1,0,0.425,523.5,1.55,2,0,10207,1,0.791,0.619,9,3
D05955,breast_cancer,BRAF,1,1,0.406,424.8,2.96,1,1,31531,6,0.423,0.272,14,3
D05956,colon_cancer,EGFR,1,1,0.507,500.3,1.95,1,1,23750,7,0.374,0.316,10,3
D05957,prostate_cancer,HER2,1,0,0.667,469.2,2.43,2,0,11180,4,0.766,0.568,9,2
D05958,prostate_cancer,VEGF,1,0,0.718,391.7,3.21,2,0,13805,2,0.799,0.599,8,1
D05959,melanoma,PD1,0,1,0.634,541.9,3.67,0,1,7054,2,0.165,0.087,8,3
D05960,prostate_cancer,HER2,1,0,0.56,526.0,2.6,2,0,9268,2,0.776,0.543,14,2
D05961,breast_cancer,HER2,0,1,0.763,537.2,3.25,1,0,29460,7,0.652,0.543,13,1
D05962,lung_cancer,ALK,1,0,0.772,490.7,2.51,2,0,29070,8,0.815,0.578,10,3
D05963,ovarian_cancer,BRAF,1,0,0.591,440.2,3.06,2,0,3686,1,0.758,0.554,14,3
D05964,prostate_cancer,HER2,1,1,0.637,675.2,3.24,1,1,8310,1,0.357,0.233,10,1
D05965,lung_cancer,HER2,0,0,0.659,431.1,2.33,1,0,40397,6,0.717,0.516,13,2
D05966,lung_cancer,EGFR,0,1,0.683,440.7,4.74,0,1,33392,5,0.267,0.188,8,3
D05967,prostate_cancer,BRAF,0,1,0.44,448.1,3.73,0,1,7691,2,0.168,0.144,12,2
D05968,ovarian_cancer,VEGF,0,1,0.607,449.9,3.21,0,0,7883,3,0.409,0.313,10,2
D05969,prostate_cancer,EGFR,1,0,0.559,543.3,2.54,2,0,13645,3,0.788,0.567,8,2
D05970,prostate_cancer,BRAF,1,0,0.624,428.7,4.33,2,0,9311,1,0.787,0.611,13,3
D05971,ovarian_cancer,EGFR,1,0,0.464,558.8,3.63,1,0,3844,2,0.574,0.457,10,2
D05972,colon_cancer,BRAF,0,0,0.619,543.0,3.37,1,0,22406,8,0.607,0.501,8,2
D05973,prostate_cancer,EGFR,1,1,0.859,641.4,3.04,1,1,7372,2,0.342,0.233,9,1
D05974,breast_cancer,PD1,0,1,0.521,526.2,1.84,0,0,30507,7,0.483,0.421,13,3
D05975,colon_cancer,EGFR,0,1,0.475,414.0,2.04,0,1,27823,8,0.209,0.179,11,3
D05976,prostate_cancer,ALK,1,1,0.604,581.9,0.96,0,1,12651,4,0.173,0.173,11,3
D05977,melanoma,ALK,0,0,0.647,447.8,0.61,1,0,8183,1,0.606,0.482,13,2
D05978,ovarian_cancer,ALK,0,1,0.768,413.5,2.61,1,1,8152,2,0.346,0.277,11,3
D05979,prostate_cancer,ALK,0,0,0.66,590.8,3.32,1,0,9100,4,0.581,0.486,10,1
D05980,ovarian_cancer,HER2,0,0,0.705,413.3,3.85,1,0,8790,4,0.579,0.423,11,2
D05981,colon_cancer,BRAF,1,1,0.606,481.4,3.03,2,1,28757,4,0.604,0.386,13,3
D05982,colon_cancer,EGFR,1,1,0.724,383.8,2.21,1,1,23529,8,0.363,0.263,14,3
D05983,lung_cancer,BRAF,1,1,0.531,414.0,3.04,1,0,29181,7,0.651,0.547,13,1
D05984,breast_cancer,PD1,0,1,0.833,486.2,4.24,0,1,25753,8,0.199,0.143,13,3
D05985,prostate_cancer,ALK,0,0,0.523,510.8,0.83,1,0,8918,3,0.59,0.458,12,3
D05986,colon_cancer,BRAF,0,1,0.703,501.0,1.84,0,0,23665,8,0.438,0.398,9,3
D05987,melanoma,PD1,0,0,0.868,402.7,2.35,1,0,7602,5,0.563,0.462,13,1
D05988,colon_cancer,mTOR,0,0,0.857,426.9,1.9,1,0,15581,4,0.613,0.431,13,1
D05989,breast_cancer,BRAF,0,1,0.667,496.3,1.87,1,0,37610,7,0.693,0.47,13,2
D05990,colon_cancer,VEGF,0,1,0.563,508.5,4.79,0,1,18094,4,0.2,0.173,14,1
D05991,lung_cancer,HER2,0,0,0.801,373.7,2.77,1,0,48544,9,0.728,0.508,8,3
D05992,melanoma,BRAF,0,0,0.656,300.0,2.76,0,0,5448,3,0.397,0.276,9,2
D05993,colon_cancer,EGFR,1,1,0.888,531.4,3.58,1,1,29560,3,0.443,0.3,9,1
D05994,colon_cancer,EGFR,0,0,0.772,486.2,3.71,1,0,15417,4,0.612,0.438,9,3
D05995,breast_cancer,HER2,0,0,0.685,683.7,4.37,0,0,37702,7,0.519,0.437,14,3
D05996,lung_cancer,PD1,0,1,0.517,438.2,1.84,0,0,48371,7,0.572,0.449,14,3
D05997,lung_cancer,mTOR,0,0,0.745,447.5,2.24,1,0,44029,7,0.725,0.507,9,1
D05998,lung_cancer,PD1,1,1,0.9,516.1,2.06,2,1,46693,9,0.643,0.426,10,3
D05999,breast_cancer,HER2,1,0,0.756,474.2,3.67,2,0,24003,7,0.8,0.646,11,3
D06000,ovarian_cancer,BRAF,0,1,0.603,471.9,2.24,0,0,8369,1,0.432,0.282,10,1
D06001,prostate_cancer,EGFR,1,1,0.9,574.0,1.5,1,1,6020,3,0.325,0.257,14,3
D06002,ovarian_cancer,VEGF,0,1,0.531,453.8,2.97,0,1,8305,1,0.182,0.134,12,3
D06003,breast_cancer,HER2,0,1,0.495,481.3,3.14,0,0,38452,6,0.532,0.407,9,2
D06004,prostate_cancer,HER2,0,0,0.772,528.8,2.97,1,0,12750,4,0.599,0.469,8,2
D06005,melanoma,BRAF,0,0,0.632,450.6,2.67,1,0,7545,3,0.583,0.464,8,1
D06006,lung_cancer,PD1,1,0,0.561,431.1,3.63,2,0,30409,7,0.832,0.653,12,2
D06007,lung_cancer,mTOR,0,0,0.598,428.3,3.68,1,0,40486,9,0.687,0.56,14,1
D06008,ovarian_cancer,VEGF,0,0,0.81,481.5,2.58,1,0,5366,1,0.592,0.415,9,2
D06009,lung_cancer,mTOR,1,1,0.56,529.5,2.42,1,0,39149,10,0.671,0.538,9,2
D06010,ovarian_cancer,PD1,0,0,0.604,531.1,3.17,1,0,7995,5,0.565,0.414,11,3
D06011,lung_cancer,PD1,1,0,0.571,432.3,3.42,2,0,40107,10,0.851,0.61,11,1
D06012,ovarian_cancer,EGFR,0,1,0.682,523.7,3.93,0,1,4825,3,0.144,0.158,10,1
D06013,breast_cancer,ALK,1,0,0.41,557.3,3.39,1,0,34867,9,0.659,0.513,9,1
D06014,lung_cancer,EGFR,0,0,0.652,389.8,4.96,0,0,36902,8,0.505,0.368,12,3
D06015,lung_cancer,VEGF,1,1,0.426,367.7,3.76,0,1,36680,10,0.233,0.203,10,1
D06016,ovarian_cancer,BRAF,1,1,0.749,514.5,2.06,2,1,3284,3,0.486,0.407,10,3
D06017,prostate_cancer,HER2,1,0,0.777,470.1,2.94,2,0,11245,3,0.776,0.555,12,1
D06018,breast_cancer,BRAF,0,0,0.817,584.4,2.43,1,0,38688,7,0.698,0.565,12,2
D06019,colon_cancer,VEGF,0,0,0.47,459.0,1.13,1,0,23207,6,0.631,0.532,10,1
D06020,melanoma,ALK,1,0,0.402,618.8,2.14,1,0,7794,1,0.604,0.451,14,2
D06021,melanoma,ALK,1,1,0.434,506.2,2.92,1,1,6380,5,0.307,0.258,8,1
D06022,prostate_cancer,PD1,0,1,0.451,472.2,3.65,0,1,14256,5,0.171,0.158,10,2
D06023,breast_cancer,VEGF,0,0,0.617,613.7,3.2,1,0,32086,8,0.655,0.477,13,2
D06024,breast_cancer,EGFR,0,1,0.81,532.4,3.26,1,0,39036,5,0.72,0.48,11,2
D06025,lung_cancer,mTOR,1,1,0.759,561.4,2.63,1,1,33671,8,0.413,0.357,11,1
D06026,colon_cancer,ALK,0,0,0.761,566.0,3.89,1,0,17435,5,0.612,0.494,14,2
D06027,colon_cancer,HER2,0,1,0.461,566.6,2.47,0,1,28413,5,0.242,0.163,11,2
D06028,melanoma,mTOR,1,0,0.599,466.5,3.19,2,0,9167,4,0.756,0.534,8,1
D06029,lung_cancer,mTOR,1,1,0.685,370.3,4.28,1,1,31018,7,0.41,0.342,13,2
D06030,breast_cancer,VEGF,1,1,0.5,479.0,3.23,1,0,30340,5,0.677,0.485,9,3
D06031,ovarian_cancer,VEGF,1,1,0.622,433.8,1.94,2,0,4767,2,0.754,0.582,11,3
D06032,lung_cancer,EGFR,0,1,0.874,431.7,3.18,1,0,47395,5,0.762,0.53,10,3
D06033,colon_cancer,EGFR,0,1,0.865,533.9,3.13,1,1,16635,6,0.348,0.284,14,3
D06034,prostate_cancer,PD1,1,0,0.714,507.7,2.73,2,0,11107,4,0.766,0.558,14,2
D06035,melanoma,EGFR,1,1,0.851,519.7,4.19,1,1,5210,2,0.331,0.273,9,3
D06036,breast_cancer,PD1,0,1,0.602,536.4,3.65,0,1,24644,3,0.243,0.157,11,2
D06037,prostate_cancer,PD1,1,1,0.629,503.5,1.8,2,0,6725,4,0.744,0.607,11,3
D06038,melanoma,BRAF,0,0,0.607,396.4,3.36,1,0,7120,4,0.571,0.463,11,2
D06039,prostate_cancer,BRAF,1,0,0.608,479.1,3.35,2,0,12470,1,0.802,0.626,13,3
D06040,breast_cancer,BRAF,0,1,0.831,614.1,3.58,0,1,31119,10,0.206,0.173,10,3
D06041,colon_cancer,ALK,0,1,0.615,580.7,3.08,0,1,21925,3,0.23,0.135,12,3
D06042,lung_cancer,EGFR,1,1,0.656,415.4,2.95,1,1,31672,9,0.393,0.318,8,2
D06043,lung_cancer,VEGF,0,0,0.575,415.6,4.25,1,0,25310,5,0.652,0.458,9,3
D06044,prostate_cancer,EGFR,1,0,0.7,543.2,3.42,2,0,6942,4,0.745,0.574,13,1
D06045,colon_cancer,ALK,1,1,0.771,578.9,1.38,1,1,18183,3,0.386,0.315,14,3
D06046,melanoma,BRAF,1,1,0.506,527.1,1.95,1,1,7118,1,0.351,0.273,14,2
D06047,lung_cancer,mTOR,0,1,0.603,479.4,2.75,0,1,31593,5,0.258,0.169,10,2
D06048,ovarian_cancer,PD1,0,1,0.444,532.9,3.18,0,1,3105,3,0.136,0.136,14,1
D06049,ovarian_cancer,ALK,0,1,0.823,587.6,2.52,0,1,8570,5,0.143,0.124,13,2
D06050,colon_cancer,ALK,1,0,0.485,536.7,3.13,2,0,22533,3,0.833,0.639,12,3
D06051,ovarian_cancer,BRAF,0,1,0.684,349.2,2.27,0,1,5155,3,0.146,0.097,12,3
D06052,ovarian_cancer,EGFR,1,1,0.853,468.0,3.89,1,1,4022,5,0.295,0.26,10,1
D06053,melanoma,EGFR,1,1,0.797,517.1,2.07,2,1,7417,3,0.507,0.392,11,2
D06054,breast_cancer,mTOR,0,0,0.579,468.8,4.61,0,0,33474,6,0.507,0.417,12,3
D06055,melanoma,VEGF,0,1,0.521,488.9,2.74,0,0,9586,3,0.418,0.314,13,1
D06056,melanoma,ALK,1,1,0.42,519.3,3.61,1,1,5937,3,0.325,0.258,14,3
D06057,breast_cancer,PD1,0,0,0.898,443.5,3.4,1,0,26591,8,0.628,0.474,9,1
D06058,breast_cancer,PD1,0,0,0.585,453.7,3.58,1,0,25669,3,0.673,0.528,10,2
D06059,colon_cancer,ALK,0,0,0.51,493.6,3.39,1,0,23261,4,0.651,0.486,11,1
D06060,prostate_cancer,HER2,1,0,0.471,419.3,2.34,2,0,11363,2,0.787,0.617,13,1
D06061,melanoma,mTOR,0,1,0.415,555.6,2.94,0,1,8159,1,0.181,0.125,11,2
D06062,colon_cancer,PD1,0,1,0.892,502.8,2.75,1,0,20963,8,0.6,0.521,8,2
D06063,prostate_cancer,HER2,0,1,0.839,551.9,2.51,0,1,10028,4,0.16,0.077,13,1
D06064,lung_cancer,BRAF,0,0,0.743,469.2,3.63,1,0,25705,4,0.664,0.528,11,1
D06065,melanoma,ALK,1,1,0.514,573.8,2.58,1,1,8367,5,0.317,0.294,9,2
D06066,lung_cancer,VEGF,1,0,0.422,636.8,3.25,1,0,36253,10,0.656,0.518,8,2
D06067,breast_cancer,PD1,1,0,0.714,396.6,3.3,2,0,38294,10,0.841,0.618,9,1
D06068,lung_cancer,PD1,0,1,0.648,449.4,3.35,0,0,31359,10,0.457,0.397,10,2
D06069,melanoma,mTOR,1,1,0.665,476.6,3.06,2,0,5215,4,0.736,0.534,8,1
D06070,ovarian_cancer,mTOR,1,1,0.824,407.1,3.79,2,1,7158,3,0.506,0.32,12,1
D06071,colon_cancer,HER2,1,0,0.541,387.5,2.11,2,0,27791,5,0.839,0.595,12,1
D06072,colon_cancer,HER2,1,1,0.486,509.4,4.28,1,1,29047,7,0.4,0.252,14,2
D06073,prostate_cancer,BRAF,1,1,0.772,451.8,3.56,1,1,7965,5,0.315,0.271,11,1
D06074,ovarian_cancer,EGFR,1,1,0.795,565.9,3.65,1,1,4878,5,0.299,0.242,10,2
D06075,melanoma,BRAF,1,0,0.878,455.1,2.13,2,0,6485,4,0.742,0.52,12,1
D06076,ovarian_cancer,mTOR,1,1,0.768,303.4,2.79,1,1,7790,3,0.334,0.258,13,1
D06077,ovarian_cancer,HER2,0,1,0.509,574.2,2.1,0,1,6634,1,0.173,0.16,13,2
D06078,melanoma,ALK,0,1,0.79,536.0,2.24,1,1,9539,1,0.363,0.233,13,3
