indication,target,efficacy_label
hiv_aids,STAT,0
prostate_cancer,HDAC,2
multiple_sclerosis,ROS1,1
brain_cancer,HER3,1
hyperlipidemia,HER2,2
asthma,CD22,0
colon_cancer,TIGIT,2
atherosclerosis,NTRK,2
hiv_aids,IL-13,2
arthritis,HIF,0
sepsis,BRD4,1
atherosclerosis,ER_beta,2
obesity,EGFR,1
hiv_aids,IL-6,2
chronic_pain,CD19,1
hyperlipidemia,HER3,0
atherosclerosis,IL-13,1
asthma,ALK,1
kidney_disease,CD38,0
huntingtons,CTLA-4,0
multiple_sclerosis,IL-13,2
influenza,RET,1
pneumonia,PARP,1
liver_disease,MEK,0
als,HDAC,0
melanoma,OX40,2
lupus,PI3K,2
psoriasis,HDAC,1
heart_failure,DNMT,1
anxiety,LAG3,0
migraine,GABA_B,2
multiple_sclerosis,CD33,2
depression,JAK,0
kidney_cancer,AR,0
lung_cancer,TIM3,2
hepatitis_b,AR,0
parkinsons,CDK6,2
cervical_cancer,CTLA-4,1
depression,MYC,1
stomach_cancer,c-MET,1
osteoporosis,CD38,1
autism,IL-17,0
bladder_cancer,CTLA-4,1
breast_cancer,BTK,1
tuberculosis,GABA_A,1
type2_diabetes,VEGF,0
atherosclerosis,5-HT1A,1
als,CD20,1
type2_diabetes,IL-23,1
thyroid_cancer,RET,0
bladder_cancer,CTLA-4,2
malaria,MR,2
als,GCGR,1
ovarian_cancer,GABA_B,2
parkinsons,BRAF,0
celiac_disease,CEA,0
ulcerative_colitis,GABA_A,0
stomach_cancer,HGF,0
lymphoma,TGF_beta,1
asthma,NMDA,1
covid_19,IL-1,2
type1_diabetes,CTLA-4,1
cervical_cancer,mTOR,2
hepatitis_b,PD-1,0
huntingtons,IGF1R,1
hypertension,AR,0
parkinsons,GABA_A,1
migraine,GLP-1R,1
lupus,CD47,2
bipolar_disorder,CD22,0
epilepsy,CDK4,2
psoriasis,GLP-1R,1
stroke,TOP1,1
bladder_cancer,MYC,1
obesity,EGFR,0
kidney_cancer,VEGFR,2
covid_19,OX40,0
epilepsy,RET,1
covid_19,BRAF,2
malaria,5-HT2A,1
atherosclerosis,BCR-ABL,1
myocardial_infarction,FGFR,2
huntingtons,HER4,1
epilepsy,AMPA,1
hepatitis_b,HER3,1
tuberculosis,CD47,0
hepatitis_b,HER4,2
leukemia,5-HT2A,0
cardiomyopathy,PD-L1,0
obesity,MR,1
insomnia,PD-L1,2
parkinsons,HIF,2
influenza,GABA_A,0
melanoma,GABA_B,0
asthma,PI3K,0
melanoma,BCR-ABL,1
gout,MYC,1
cardiomyopathy,5-HT2A,1
liver_disease,FGF,1
cervical_cancer,CD47,2
tuberculosis,PD-L1,1
myocardial_infarction,TOP1,1
parkinsons,TGF_beta,1
copd,TIGIT,0
liver_cancer,NTRK,2
colon_cancer,NTRK,0
psoriasis,CD38,1
hepatitis_b,AMPA,2
multiple_sclerosis,GABA_A,0
chronic_pain,EGFR,2
heart_failure,TGF_beta,1
type2_diabetes,FGF,0
cardiomyopathy,CDK4,2
thyroid_cancer,ALK,1
coronary_artery_disease,ROS1,0
crohns_disease,PD1,2
asthma,SGLT2,1
gout,CEA,0
arthritis,CD22,0
hepatitis_b,CTLA-4,2
alzheimers,BCR-ABL,1
myocardial_infarction,NMDA,1
celiac_disease,AP-1,2
type1_diabetes,TOP2,2
stomach_cancer,IL-17,0
bladder_cancer,GPC3,1
myocardial_infarction,BTK,0
hepatitis_c,RAS,0
liver_cancer,Wnt,1
bladder_cancer,TGF_beta,1
asthma,NTRK,0
colon_cancer,DNMT,0
ovarian_cancer,TGF_beta,0
breast_cancer,AMPA,0
alzheimers,NF-kB,2
osteoporosis,D2,0
influenza,HER4,2
multiple_sclerosis,MR,2
lung_cancer,AKT,2
arthritis,MEK,1
myocardial_infarction,LAG3,0
bipolar_disorder,5-HT2A,2
obesity,IL-1,0
brain_cancer,BTK,2
heart_failure,GLP-1R,0
psoriasis,PR,0
osteoporosis,TNF_alpha,2
hypertension,TOP1,1
type2_diabetes,TNF_alpha,0
epilepsy,MEK,1
esophageal_cancer,GPC3,2
multiple_sclerosis,PI3K,2
osteoporosis,CDK6,0
rheumatoid_arthritis,5-HT2A,1
pneumonia,RET,1
cervical_cancer,NOTCH,2
stroke,TNF_alpha,0
anxiety,IL-1,2
parkinsons,D2,1
bipolar_disorder,ROS1,1
multiple_sclerosis,AKT,2
hepatitis_c,CD33,0
brain_cancer,CD33,1
malaria,NF-kB,2
type2_diabetes,SGLT2,1
depression,IL-13,0
bladder_cancer,RAS,2
migraine,CD38,2
schizophrenia,IGF1R,0
liver_cancer,CD30,1
rheumatoid_arthritis,GPC3,2
colon_cancer,OX40,1
depression,BRAF,0
colorectal_cancer,GIPR,0
osteoporosis,CD38,1
crohns_disease,CDK6,0
stomach_cancer,HER4,2
bipolar_disorder,MYC,0
hyperlipidemia,IGF1R,0
chronic_pain,CD20,2
lymphoma,GPC3,1
arthritis,HER2,1
tuberculosis,CD33,0
colorectal_cancer,CD33,2
melanoma,PARP,2
alzheimers,AR,0
osteoporosis,ER_alpha,2
lupus,IL-6,1
asthma,NF-kB,0
colon_cancer,GIPR,2
sepsis,CTLA-4,1
liver_disease,GIPR,0
brain_cancer,OX40,2
type2_diabetes,D2,0
hyperlipidemia,MYC,0
colon_cancer,JAK,0
migraine,5-HT1A,1
atherosclerosis,HIF,2
atherosclerosis,BTK,0
migraine,5-HT1A,2
schizophrenia,CD20,2
brain_cancer,HER2,1
bladder_cancer,AP-1,2
hepatitis_b,MR,0
colon_cancer,EGF,0
schizophrenia,BRAF,2
liver_cancer,5-HT2A,0
stomach_cancer,GABA_A,2
brain_cancer,PD-1,2
leukemia,RET,2
kidney_cancer,ER_beta,2
colorectal_cancer,ROS1,2
ovarian_cancer,TGF_beta,1
gout,IL-6,0
huntingtons,GIPR,2
celiac_disease,IL-6,2
brain_cancer,TOP1,2
type1_diabetes,CD47,2
esophageal_cancer,HDAC,2
bladder_cancer,ERK,2
bipolar_disorder,AMPA,1
arthritis,CDK4,0
osteoporosis,ER_alpha,1
autism,NMDA,2
gout,IGF1R,1
ulcerative_colitis,FGF,0
copd,JAK,1
osteoporosis,GCGR,2
pneumonia,AMPA,1
psoriasis,DNMT,1
heart_failure,GABA_A,2
tuberculosis,DNMT,1
crohns_disease,HER2,2
multiple_sclerosis,TOP2,2
kidney_disease,IL-4,2
asthma,HER4,0
psoriasis,MR,2
asthma,IL-23,0
lung_cancer,Hedgehog,0
obesity,CDK6,0
depression,5-HT2A,1
lung_cancer,HER3,0
thyroid_cancer,TOP2,2
anxiety,mTOR,2
cardiomyopathy,ER_beta,0
bladder_cancer,CD19,1
tuberculosis,IL-17,0
alzheimers,CD47,0
kidney_cancer,MR,1
asthma,CTLA-4,0
anxiety,IL-4,1
migraine,ER_beta,0
hypertension,BRD4,1
adhd,BRD4,1
depression,MR,2
malaria,BCMA,0
pancreatic_cancer,AR,0
celiac_disease,HGF,0
depression,HIF,2
hyperlipidemia,MR,1
lupus,AMPA,1
arthritis,PARP,0
prostate_cancer,DNMT,2
schizophrenia,TIGIT,1
malaria,TGF_beta,1
anxiety,ER_beta,1
autism,AR,0
obesity,GLP-1R,2
gout,GR,1
als,EGFR,1
cervical_cancer,5-HT1A,0
chronic_pain,AMPA,2
parkinsons,AP-1,1
insomnia,BCR-ABL,0
kidney_disease,TOP2,1
breast_cancer,ER_alpha,2
lupus,TNF_alpha,2
crohns_disease,PR,0
hiv_aids,IL-1,1
lupus,CD47,0
myocardial_infarction,BRAF,0
ovarian_cancer,OX40,2
als,VEGFR,0
parkinsons,RAS,0
myocardial_infarction,MR,1
arthritis,FGF,2
tuberculosis,GCGR,1
chronic_pain,ERK,1
insomnia,HDAC,1
migraine,ER_alpha,0
obesity,OX40,1
coronary_artery_disease,HER4,0
gout,CDK6,1
als,BRAF,1
multiple_sclerosis,HER2,1
obesity,D2,0
rheumatoid_arthritis,PI3K,1
atherosclerosis,TOP2,0
copd,ER_alpha,1
leukemia,HER4,2
autism,5-HT2A,2
arrhythmia,SGLT2,0
pancreatic_cancer,p53,0
hiv_aids,5-HT1A,1
ovarian_cancer,PD-L1,1
als,CDK4,2
celiac_disease,BTK,1
prostate_cancer,ER_alpha,2
adhd,GLP-1R,2
lung_cancer,NF-kB,1
psoriasis,HER3,2
depression,BTK,0
parkinsons,HDAC,0
arthritis,ER_beta,2
hepatitis_c,JAK,1
crohns_disease,5-HT2A,2
colorectal_cancer,NF-kB,1
type2_diabetes,D2,0
schizophrenia,NMDA,2
chronic_pain,5-HT1A,2
celiac_disease,BTK,2
coronary_artery_disease,ER_alpha,1
adhd,D2,0
covid_19,CD19,1
covid_19,BCR-ABL,0
ulcerative_colitis,CD30,1
stroke,5-HT1A,1
breast_cancer,MEK,0
celiac_disease,PD-1,1
migraine,HER4,1
bladder_cancer,TGF_beta,2
schizophrenia,NOTCH,0
breast_cancer,IL-13,1
arthritis,AR,1
lupus,FGF,1
gout,BCR-ABL,1
multiple_sclerosis,TIM3,2
type1_diabetes,STAT,1
crohns_disease,PD-L1,1
leukemia,AR,1
type1_diabetes,CD38,1
stomach_cancer,CDK6,0
crohns_disease,RAS,1
kidney_cancer,PI3K,0
hepatitis_b,CD38,1
copd,BCMA,0
influenza,GIPR,1
influenza,Wnt,0
chronic_pain,PDGFR,1
autism,JAK,2
melanoma,SGLT2,1
esophageal_cancer,5-HT2A,1
als,CD33,0
fibromyalgia,AR,0
copd,ER_alpha,2
chronic_pain,MR,1
chronic_pain,CD20,0
epilepsy,AP-1,2
chronic_pain,PD-1,0
lung_cancer,AR,1
obesity,EGF,0
atherosclerosis,HIF,1
hepatitis_b,MR,1
malaria,IL-23,2
breast_cancer,TNF_alpha,1
chronic_pain,BRAF,1
coronary_artery_disease,TIGIT,0
bipolar_disorder,NOTCH,0
arthritis,CDK6,1
ulcerative_colitis,ERK,0
anxiety,GABA_B,1
influenza,BCR-ABL,1
obesity,CDK6,0
bladder_cancer,EGF,2
pancreatic_cancer,OX40,0
atherosclerosis,IGF1R,1
migraine,JAK,2
obesity,NF-kB,2
arthritis,IL-17,0
obesity,CDK4,0
type1_diabetes,IL-23,1
atherosclerosis,GR,1
huntingtons,GR,1
prostate_cancer,MEK,1
esophageal_cancer,HDAC,1
epilepsy,ER_alpha,1
lymphoma,5-HT2A,0
multiple_sclerosis,CEA,1
chronic_pain,CEA,0
pneumonia,CD30,0
colorectal_cancer,GABA_A,0
ovarian_cancer,mTOR,0
lupus,Wnt,2
liver_disease,GCGR,1
breast_cancer,p53,2
type1_diabetes,VEGF,2
arthritis,PI3K,1
breast_cancer,TOP1,2
colorectal_cancer,VEGF,0
leukemia,BRD4,2
multiple_sclerosis,GABA_B,0
lupus,FGF,2
insomnia,NF-kB,2
depression,IGF1R,1
melanoma,PI3K,1
hiv_aids,GABA_B,2
arrhythmia,FGF,0
melanoma,mTOR,2
osteoporosis,ALK,0
hypertension,IL-1,2
myocardial_infarction,ROS1,1
thyroid_cancer,HER4,2
osteoporosis,TGF_beta,1
hypertension,VEGF,0
esophageal_cancer,IGF1R,2
pneumonia,IL-1,1
hypertension,IL-23,0
tuberculosis,IL-13,2
autism,MEK,0
influenza,CD33,0
lupus,GLP-1R,0
als,SGLT2,0
leukemia,PD-L1,0
lupus,D2,1
colorectal_cancer,HER3,2
migraine,SGLT2,0
kidney_disease,MYC,0
hepatitis_c,5-HT2A,1
influenza,CD38,0
cervical_cancer,GCGR,0
cervical_cancer,GLP-1R,0
hyperlipidemia,Wnt,1
esophageal_cancer,FGFR,2
coronary_artery_disease,JAK,2
kidney_disease,HER2,2
gout,BCMA,1
ovarian_cancer,ER_alpha,1
rheumatoid_arthritis,ER_alpha,0
alzheimers,ALK,1
cervical_cancer,PARP,2
malaria,CEA,0
cervical_cancer,BRD4,1
psoriasis,BTK,2
influenza,HER2,0
melanoma,c-MET,1
crohns_disease,MEK,2
tuberculosis,NF-kB,0
thyroid_cancer,AR,0
epilepsy,VEGFR,2
anxiety,PDGFR,1
lupus,CD47,1
prostate_cancer,NMDA,1
pneumonia,IL-4,1
ovarian_cancer,DNMT,0
adhd,CD22,0
atherosclerosis,VEGFR,2
malaria,CDK4,2
autism,ALK,2
migraine,HER3,1
arthritis,AMPA,0
copd,NTRK,2
crohns_disease,CD33,0
depression,HER2,1
epilepsy,CD30,1
kidney_disease,ER_beta,2
cervical_cancer,ERK,2
ulcerative_colitis,TOP2,2
thyroid_cancer,CEA,2
esophageal_cancer,CD30,1
lymphoma,HIF,2
type2_diabetes,IL-23,0
anxiety,TIGIT,1
stroke,FGFR,0
migraine,TNF_alpha,0
gout,FGF,0
copd,VEGF,1
prostate_cancer,ER_beta,2
epilepsy,PD1,1
crohns_disease,5-HT1A,0
sepsis,ER_alpha,1
heart_failure,CD33,0
parkinsons,BTK,1
arrhythmia,NOTCH,0
asthma,RAS,2
arthritis,PD-L1,0
thyroid_cancer,CD30,2
coronary_artery_disease,EGF,0
breast_cancer,5-HT2A,1
copd,IL-23,0
heart_failure,RET,1
depression,BTK,2
thyroid_cancer,mTOR,2
pneumonia,GABA_B,1
hyperlipidemia,IL-4,1
liver_disease,MR,1
chronic_pain,CD47,0
gout,CDK4,0
coronary_artery_disease,PD-L1,0
cardiomyopathy,TIM3,0
copd,HIF,1
copd,mTOR,2
depression,CTLA-4,1
malaria,IL-4,0
depression,TOP1,2
lupus,ERK,1
asthma,IL-17,0
stomach_cancer,FGFR,0
celiac_disease,PI3K,0
obesity,OX40,0
hepatitis_c,5-HT1A,1
liver_cancer,ER_beta,2
leukemia,CD30,2
liver_disease,CDK4,0
bipolar_disorder,ER_alpha,1
crohns_disease,IL-4,2
type1_diabetes,GLP-1R,1
hepatitis_b,SGLT2,2
sepsis,c-MET,0
autism,HER2,1
sepsis,AP-1,0
huntingtons,ROS1,0
crohns_disease,TOP2,2
migraine,BTK,1
hypertension,BRAF,0
lupus,HER4,1
alzheimers,ROS1,2
brain_cancer,SGLT2,1
gout,TGF_beta,0
thyroid_cancer,Hedgehog,2
atherosclerosis,NTRK,2
colon_cancer,AKT,1
pneumonia,CDK6,1
bipolar_disorder,TOP1,2
thyroid_cancer,CD19,0
brain_cancer,CDK4,1
esophageal_cancer,SGLT2,0
pneumonia,TOP1,1
rheumatoid_arthritis,IL-4,0
type2_diabetes,NOTCH,0
covid_19,LAG3,1
stomach_cancer,ER_beta,0
depression,CD33,1
myocardial_infarction,p53,1
rheumatoid_arthritis,HGF,1
ulcerative_colitis,PI3K,2
pancreatic_cancer,Hedgehog,1
fibromyalgia,TOP2,1
leukemia,EGF,0
brain_cancer,TOP2,2
lung_cancer,HDAC,0
type1_diabetes,p53,2
lung_cancer,D2,0
colorectal_cancer,AP-1,1
autism,Hedgehog,2
lymphoma,OX40,2
hypertension,GLP-1R,1
rheumatoid_arthritis,GLP-1R,1
asthma,5-HT1A,0
schizophrenia,IL-23,0
pneumonia,PARP,1
psoriasis,TGF_beta,1
leukemia,BTK,1
esophageal_cancer,IL-17,2
parkinsons,AMPA,1
lung_cancer,AMPA,0
hiv_aids,Hedgehog,0
heart_failure,NOTCH,0
myocardial_infarction,GCGR,1
depression,NMDA,1
celiac_disease,VEGF,1
malaria,CD38,1
multiple_sclerosis,ER_alpha,0
asthma,IL-1,1
als,CTLA-4,0
celiac_disease,CDK6,1
schizophrenia,IL-6,1
parkinsons,GR,0
bladder_cancer,HER2,2
ulcerative_colitis,TOP1,2
lung_cancer,TNF_alpha,0
insomnia,IL-6,1
hiv_aids,GR,2
hyperlipidemia,GPC3,1
leukemia,GABA_A,1
leukemia,TNF_alpha,0
hiv_aids,TIM3,0
hyperlipidemia,GIPR,1
insomnia,ER_alpha,1
hypertension,IL-6,0
ulcerative_colitis,p53,2
covid_19,CD47,0
lung_cancer,PD-1,1
stomach_cancer,ERK,2
type2_diabetes,STAT,2
hypertension,CD19,0
cardiomyopathy,5-HT2A,2
psoriasis,CD33,0
crohns_disease,CD22,2
arthritis,NTRK,0
type2_diabetes,HIF,0
ovarian_cancer,IL-1,0
chronic_pain,CD33,0
als,AP-1,0
pneumonia,GR,0
autism,CD47,1
heart_failure,ROS1,0
anxiety,CD47,2
malaria,CD20,0
celiac_disease,EGFR,2
schizophrenia,HER4,2
malaria,PDGFR,1
obesity,DNMT,0
lupus,TOP2,2
sepsis,5-HT1A,1
pneumonia,BRD4,2
gout,BCR-ABL,0
melanoma,RAS,1
hyperlipidemia,HER3,0
heart_failure,BRD4,0
migraine,AR,2
kidney_cancer,D2,0
ovarian_cancer,CDK6,2
colon_cancer,AMPA,2
epilepsy,HDAC,1
depression,GABA_B,1
cardiomyopathy,AKT,0
psoriasis,STAT,1
obesity,PR,2
arrhythmia,RAS,1
liver_cancer,CD47,2
influenza,IL-13,1
asthma,CDK4,2
brain_cancer,VEGFR,2
stroke,MR,2
autism,NMDA,1
arrhythmia,GR,0
liver_cancer,BCMA,1
melanoma,AR,0
influenza,LAG3,0
depression,MYC,1
coronary_artery_disease,EGF,0
type2_diabetes,CDK4,1
hepatitis_b,5-HT2A,0
colon_cancer,HER4,1
cardiomyopathy,ERK,0
als,ER_beta,0
esophageal_cancer,GABA_A,1
prostate_cancer,BCR-ABL,2
cervical_cancer,mTOR,2
rheumatoid_arthritis,IGF1R,2
als,MR,2
colorectal_cancer,NTRK,2
lymphoma,HER2,1
atherosclerosis,CTLA-4,0
migraine,EGFR,0
crohns_disease,ER_beta,1
hyperlipidemia,OX40,0
anxiety,ERK,0
chronic_pain,AP-1,0
kidney_cancer,NF-kB,0
alzheimers,BTK,1
coronary_artery_disease,CDK6,1
chronic_pain,GPC3,0
migraine,BCMA,1
ovarian_cancer,GABA_B,1
schizophrenia,CD20,2
sepsis,VEGFR,1
thyroid_cancer,HER3,2
ovarian_cancer,CD20,2
depression,GABA_B,0
melanoma,VEGF,1
prostate_cancer,CDK4,2
sepsis,TOP2,0
tuberculosis,BCR-ABL,0
liver_cancer,TIGIT,0
lupus,IL-17,1
insomnia,GABA_A,2
colorectal_cancer,FGFR,1
epilepsy,MYC,1
bipolar_disorder,D2,0
bladder_cancer,BTK,2
cervical_cancer,PDGFR,1
type1_diabetes,AP-1,1
lymphoma,RAS,1
asthma,mTOR,2
bipolar_disorder,NF-kB,2
stroke,GPC3,1
heart_failure,TIGIT,0
cardiomyopathy,TGF_beta,2
huntingtons,Hedgehog,0
liver_cancer,CD22,1
crohns_disease,CTLA-4,0
thyroid_cancer,IL-17,1
hiv_aids,ER_alpha,1
depression,CDK6,0
kidney_cancer,CDK4,0
multiple_sclerosis,CTLA-4,1
liver_disease,GABA_B,1
multiple_sclerosis,DNMT,2
adhd,PR,2
esophageal_cancer,GPC3,1
prostate_cancer,AKT,1
type2_diabetes,PARP,1
lung_cancer,5-HT2A,0
alzheimers,CEA,0
migraine,TNF_alpha,1
tuberculosis,HIF,0
liver_cancer,DNMT,1
psoriasis,PARP,1
depression,IL-23,1
fibromyalgia,CDK6,2
liver_cancer,JAK,1
depression,MYC,2
sepsis,HER2,1
coronary_artery_disease,Hedgehog,1
alzheimers,JAK,0
osteoporosis,HIF,1
colorectal_cancer,TIM3,0
migraine,SGLT2,1
coronary_artery_disease,CDK4,1
celiac_disease,BRAF,1
ovarian_cancer,ERK,0
liver_cancer,HER2,2
osteoporosis,ER_beta,1
schizophrenia,mTOR,1
copd,VEGFR,1
kidney_cancer,mTOR,2
depression,AP-1,1
bipolar_disorder,HER4,1
type1_diabetes,ALK,2
lupus,CD19,1
cardiomyopathy,ER_alpha,1
arthritis,AP-1,0
heart_failure,CDK6,0
bladder_cancer,CTLA-4,2
breast_cancer,CTLA-4,2
migraine,GPC3,1
celiac_disease,IL-1,1
pneumonia,PR,1
thyroid_cancer,IL-4,0
als,CD20,1
celiac_disease,PDGFR,1
atherosclerosis,IL-17,0
leukemia,CD38,2
adhd,AP-1,1
crohns_disease,ROS1,2
thyroid_cancer,MR,1
stomach_cancer,FGFR,2
type2_diabetes,HER3,1
myocardial_infarction,VEGF,1
osteoporosis,HDAC,1
cervical_cancer,TIGIT,1
chronic_pain,ERK,0
depression,CD22,1
pneumonia,CD47,0
epilepsy,D2,0
autism,AP-1,0
huntingtons,PI3K,0
celiac_disease,GLP-1R,1
type1_diabetes,ROS1,2
celiac_disease,BTK,1
psoriasis,CDK4,2
ovarian_cancer,TGF_beta,1
influenza,SGLT2,1
breast_cancer,Wnt,1
esophageal_cancer,CD22,2
alzheimers,BCMA,0
pneumonia,LAG3,1
covid_19,5-HT1A,0
lymphoma,EGF,1
lupus,DNMT,1
epilepsy,CD19,0
arthritis,HER3,2
hypertension,FGFR,2
hepatitis_c,RAS,1
malaria,RAS,1
pancreatic_cancer,TNF_alpha,0
atherosclerosis,BCMA,1
pneumonia,CDK6,2
pneumonia,FGFR,2
crohns_disease,RET,2
fibromyalgia,PD-1,1
myocardial_infarction,p53,1
fibromyalgia,ERK,2
ovarian_cancer,BRD4,2
celiac_disease,TOP2,2
osteoporosis,CTLA-4,0
cardiomyopathy,FGFR,1
leukemia,CD20,0
bipolar_disorder,DNMT,0
tuberculosis,CDK6,0
heart_failure,TIM3,0
type1_diabetes,ER_alpha,0
depression,NMDA,2
autism,PDGFR,1
alzheimers,IL-4,2
stomach_cancer,PARP,1
arthritis,LAG3,1
migraine,STAT,0
type2_diabetes,CD19,2
hypertension,FGFR,1
chronic_pain,NMDA,1
ovarian_cancer,CD22,1
tuberculosis,CD22,0
pancreatic_cancer,STAT,2
hiv_aids,PR,1
lymphoma,c-MET,1
alzheimers,CDK4,1
multiple_sclerosis,IL-1,2
osteoporosis,PI3K,0
covid_19,TNF_alpha,2
breast_cancer,CD38,1
fibromyalgia,HDAC,1
coronary_artery_disease,HGF,0
hypertension,mTOR,1
als,MR,1
colon_cancer,STAT,2
alzheimers,MR,0
sepsis,CD47,1
ovarian_cancer,LAG3,2
kidney_disease,BCR-ABL,1
obesity,OX40,0
adhd,RAS,1
rheumatoid_arthritis,HDAC,1
thyroid_cancer,GABA_A,1
insomnia,IL-4,0
type1_diabetes,DNMT,2
tuberculosis,GR,0
schizophrenia,FGFR,0
rheumatoid_arthritis,PD1,2
lupus,EGFR,1
cardiomyopathy,IL-13,0
anxiety,GABA_B,1
als,TIM3,0
type1_diabetes,IL-23,2
liver_disease,CEA,0
arrhythmia,CDK6,0
rheumatoid_arthritis,AP-1,1
kidney_cancer,RAS,2
atherosclerosis,AKT,2
crohns_disease,GCGR,1
huntingtons,Hedgehog,1
heart_failure,5-HT1A,1
epilepsy,mTOR,2
lung_cancer,NTRK,1
hepatitis_c,TOP1,1
sepsis,GABA_B,2
cardiomyopathy,RAS,0
hepatitis_c,5-HT2A,0
psoriasis,IL-1,2
asthma,5-HT1A,0
lymphoma,IL-17,1
osteoporosis,CD20,1
malaria,VEGFR,0
malaria,IL-17,0
hyperlipidemia,ROS1,0
prostate_cancer,PR,2
kidney_cancer,MEK,1
asthma,PD-1,1
alzheimers,Wnt,0
sepsis,CDK6,1
arrhythmia,ALK,0
fibromyalgia,LAG3,0
cervical_cancer,AR,0
kidney_cancer,GR,2
huntingtons,CD33,1
arthritis,IL-23,1
lupus,LAG3,2
osteoporosis,IL-1,0
arrhythmia,IL-13,0
chronic_pain,CD22,0
lymphoma,TNF_alpha,1
stomach_cancer,CD38,1
parkinsons,CTLA-4,0
depression,CD30,1
lung_cancer,FGF,0
kidney_cancer,MR,1
hyperlipidemia,PARP,0
myocardial_infarction,GR,1
liver_disease,IL-1,1
pneumonia,HER3,0
hepatitis_b,PI3K,0
adhd,OX40,2
colon_cancer,GLP-1R,0
lymphoma,ERK,0
atherosclerosis,5-HT1A,1
obesity,CD33,1
brain_cancer,BCR-ABL,2
sepsis,FGF,2
colorectal_cancer,VEGF,2
thyroid_cancer,CDK6,1
hypertension,PI3K,1
hiv_aids,TOP1,0
liver_disease,p53,0
liver_disease,CEA,0
leukemia,CEA,2
lymphoma,CD38,2
liver_cancer,CD19,1
tuberculosis,HER3,1
bladder_cancer,MYC,0
lupus,AR,1
asthma,IGF1R,0
brain_cancer,GABA_B,1
leukemia,GCGR,1
melanoma,VEGF,0
colorectal_cancer,GR,1
ulcerative_colitis,GPC3,0
schizophrenia,CD30,0
kidney_disease,SGLT2,1
hyperlipidemia,GPC3,2
fibromyalgia,AMPA,0
stroke,PD-L1,1
heart_failure,DNMT,0
gout,JAK,0
autism,EGF,0
type2_diabetes,TIGIT,2
parkinsons,AMPA,1
tuberculosis,PI3K,2
autism,Hedgehog,1
stomach_cancer,PR,1
als,GLP-1R,2
pneumonia,D2,0
autism,HER2,0
prostate_cancer,HDAC,1
gout,HER3,1
stomach_cancer,PD-L1,0
type1_diabetes,ROS1,2
malaria,LAG3,1
epilepsy,GPC3,0
multiple_sclerosis,PARP,0
stomach_cancer,MR,1
coronary_artery_disease,TGF_beta,2
autism,HDAC,0
obesity,CD38,1
huntingtons,IL-13,1
pneumonia,GABA_B,2
lupus,AR,1
anxiety,AMPA,0
lupus,NTRK,1
alzheimers,PI3K,2
lupus,CDK6,0
bladder_cancer,PR,1
type2_diabetes,GPC3,2
covid_19,Wnt,0
influenza,PD-L1,1
kidney_disease,TOP1,1
rheumatoid_arthritis,STAT,1
covid_19,RET,2
migraine,OX40,0
lymphoma,PD1,0
type2_diabetes,CD22,2
asthma,CTLA-4,0
prostate_cancer,STAT,1
bipolar_disorder,CD38,0
epilepsy,VEGF,1
psoriasis,BRD4,1
lung_cancer,STAT,2
hyperlipidemia,HER4,2
hypertension,EGFR,1
coronary_artery_disease,PD1,2
type2_diabetes,CD20,0
gout,VEGF,0
ulcerative_colitis,PD-1,1
pneumonia,PI3K,0
bladder_cancer,SGLT2,0
stroke,PI3K,0
lupus,SGLT2,0
alzheimers,TOP1,1
covid_19,CD20,1
asthma,IL-1,0
parkinsons,LAG3,1
heart_failure,IL-1,0
liver_cancer,PD-1,2
alzheimers,NMDA,2
als,mTOR,0
chronic_pain,p53,0
cervical_cancer,CD30,2
bladder_cancer,5-HT2A,0
chronic_pain,SGLT2,2
leukemia,CD38,2
liver_cancer,HIF,0
parkinsons,AP-1,1
ulcerative_colitis,HER3,2
breast_cancer,PD-1,2
arthritis,GLP-1R,0
colon_cancer,GR,0
schizophrenia,EGFR,1
lupus,PDGFR,1
multiple_sclerosis,IL-4,0
prostate_cancer,BRD4,1
lymphoma,PD-L1,2
osteoporosis,ROS1,0
malaria,FGF,1
atherosclerosis,5-HT1A,1
liver_disease,MEK,0
kidney_cancer,MYC,2
brain_cancer,Wnt,1
myocardial_infarction,IL-13,0
stroke,ROS1,0
lymphoma,CD22,0
kidney_cancer,FGFR,1
arthritis,c-MET,0
type1_diabetes,FGF,1
depression,NF-kB,0
coronary_artery_disease,PR,1
multiple_sclerosis,IL-6,0
hiv_aids,GPC3,0
bladder_cancer,IL-13,2
huntingtons,BCR-ABL,2
ovarian_cancer,BRAF,0
cardiomyopathy,TOP1,2
schizophrenia,HER3,1
fibromyalgia,HER4,1
kidney_disease,IL-6,2
arthritis,IL-1,2
arrhythmia,DNMT,1
adhd,CD38,1
gout,5-HT2A,0
stroke,JAK,0
colon_cancer,PD-L1,2
hyperlipidemia,VEGF,0
hypertension,NF-kB,0
hepatitis_b,TGF_beta,0
gout,AKT,1
arthritis,JAK,1
hyperlipidemia,c-MET,2
adhd,ROS1,0
tuberculosis,PI3K,1
influenza,TNF_alpha,1
hypertension,HER2,1
lymphoma,CD22,2
hepatitis_c,HER4,1
rheumatoid_arthritis,CD38,2
cervical_cancer,NF-kB,1
esophageal_cancer,AKT,2
parkinsons,RAS,2
cervical_cancer,CD20,2
hypertension,AMPA,0
fibromyalgia,TGF_beta,1
type2_diabetes,BCR-ABL,1
fibromyalgia,RAS,1
